# YTID, start_seconds, end_seconds, positive_labels,label_count,label_names
46t-4NFQ9_w,2.0,12.0,"/m/01yrx,/m/04rlf,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/09x0r,/m/0jbk",7,"Cat|Music|Domestic animals, pets|Meow|Caterwaul|Speech|Animal"
46zbt7TQHRs,0.0,10.0,"/m/025rv6n,/m/07qn5dc,/m/09b5t",3,"Fowl|Crowing, cock-a-doodle-doo|Chicken, rooster"
476vNb6thyM,30.0,40.0,"/m/0342h,/m/03_d0,/m/042v_gx,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y",7,Guitar|Jazz|Acoustic guitar|Music|Musical instrument|Strum|Plucked string instrument
47M1MLCC2Uk,150.0,160.0,/m/03p19w,1,Jackhammer
480TNF8Psk0,120.0,130.0,/m/02c8p,1,"Telephone dialing, DTMF"
487jIOnY-yE,18.0,28.0,"/m/07qdb04,/m/09ddx,/m/0jbk",3,Quack|Duck|Animal
48Jgt4igVEI,21.0,31.0,"/m/019jd,/m/03m9d0z,/m/0hsrw,/t/dd00092",4,"Boat, Water vehicle|Wind|Sailboat, sailing ship|Wind noise (microphone)"
48zE-hRAYEA,30.0,40.0,"/m/032s66,/m/04zjc,/m/0_1c",3,"Gunshot, gunfire|Machine gun|Artillery fire"
492jB4DXETM,240.0,250.0,"/m/015p6,/m/020bb7,/m/03vt0,/m/07pggtn,/m/09xqv",5,"Bird|Bird vocalization, bird call, bird song|Insect|Chirp, tweet|Cricket"
498ynMnZ6Lo,30.0,40.0,"/m/02dgv,/m/07rjzl8,/m/07yv9,/m/09x0r",4,Door|Slam|Vehicle|Speech
49WpWcOnPs4,200.0,210.0,/m/03w41f,1,Church bell
49efBAywR9Y,150.0,160.0,"/m/07cx4,/m/09x0r,/t/dd00125",3,"Telephone|Speech|Inside, small room"
49nqh7uI9fw,30.0,40.0,"/m/04rlf,/m/07gxw,/m/07qfr4h,/m/07szfh9",4,"Music|Techno|Hubbub, speech noise, speech babble|Cacophony"
4A3_lLVLpUg,340.0,350.0,"/m/02z32qm,/m/09ct_",2,Fusillade|Helicopter
4A5RpztQf-A,30.0,40.0,/t/dd00006,1,Synthetic singing
4A5lud7-cJo,21.0,31.0,"/m/012ndj,/m/03j1ly,/m/03kmc9",3,"Fire engine, fire truck (siren)|Emergency vehicle|Siren"
4AEQkIAfYio,30.0,40.0,"/m/07q7njn,/m/09x0r",2,"Chink, clink|Speech"
4AHAeGLIrBc,30.0,40.0,"/m/0192l,/m/085jw",2,"Bagpipes|Wind instrument, woodwind instrument"
4AWUlyZP_CM,90.0,100.0,"/m/01j3sz,/t/dd00001",2,Laughter|Baby laughter
4AYMycTRYPQ,80.0,90.0,"/m/03cczk,/t/dd00125",2,"Chewing, mastication|Inside, small room"
4AejyFDHP_k,30.0,40.0,"/m/02p0sh1,/m/04rlf,/t/dd00031",3,Traditional music|Music|Happy music
4AfykLGm0j8,30.0,40.0,"/m/04rlf,/m/06bz3",2,Music|Radio
4AhHKTDeoq4,30.0,40.0,"/m/04rlf,/m/05fw6t,/m/07pkxdp",3,Music|Music for children|Lullaby
4Aj7Skyn1fs,260.0,270.0,/m/02pjr4,1,Blender
4AtBxhm2yYs,30.0,40.0,"/m/06bz3,/m/09x0r",2,Radio|Speech
4AvuMzSkees,150.0,160.0,"/m/030rvx,/m/09x0r",2,Buzzer|Speech
4AyEtCf3ND0,190.0,200.0,"/m/0199g,/m/04rlf,/m/07yv9,/m/09x0r,/t/dd00128",5,"Bicycle|Music|Vehicle|Speech|Outside, urban or manmade"
4B0XlqLPFQI,330.0,340.0,/m/0mbct,1,Gong
4BIIFU_b6BY,0.0,10.0,"/m/0155w,/m/04rlf,/m/07sbbz2",3,Blues|Music|Rock and roll
4BO6EbCTKwM,16.0,26.0,"/m/019jd,/m/02rlv9,/m/03m9d0z,/t/dd00092",4,"Boat, Water vehicle|Motorboat, speedboat|Wind|Wind noise (microphone)"
4BSWc3S8XCk,30.0,40.0,"/m/078jl,/m/07rjwbb",2,Snake|Hiss
4Bc9OoagYmo,80.0,90.0,"/m/04rlf,/t/dd00031",2,Music|Happy music
4Bf7KihcdXk,30.0,40.0,"/m/03lty,/m/05r6t,/m/05w3f,/m/06by7,/m/0dl5d",5,Heavy metal|Punk rock|Psychedelic rock|Rock music|Progressive rock
4ByUnyBjmSs,80.0,90.0,/m/0d31p,1,Vacuum cleaner
4CCErQFp018,30.0,40.0,"/m/02rtxlg,/m/03cczk,/m/07pdhp0,/m/09x0r",4,"Whispering|Chewing, mastication|Biting|Speech"
4CkZqT26Vb0,30.0,40.0,"/m/025td0t,/m/02cjck,/m/02v2lh,/m/04rlf,/m/0l14gg",5,Background music|Theme music|New-age music|Music|Soundtrack music
4CrPPlHN9_s,90.0,100.0,"/m/04rlf,/m/07m2kt",2,Music|Chorus effect
4D-eMKR-uYE,26.0,36.0,"/m/07rknqz,/m/07yv9,/m/09x0r",3,Skidding|Vehicle|Speech
4DJIt2MEgV4,30.0,40.0,"/m/02rtxlg,/m/09x0r",2,Whispering|Speech
4DlKNmVcoek,20.0,30.0,"/m/07r04,/m/0gvgw0",2,Truck|Air brake
4DsPpi-2yTM,250.0,260.0,"/m/02z32qm,/m/09x0r",2,Fusillade|Speech
4DxSUbxjR0w,30.0,40.0,"/m/05rj2,/m/09x0r",2,Shuffling cards|Speech
4E7jRLLWJ9Q,0.0,10.0,"/m/07pbtc8,/m/09x0r",2,"Walk, footsteps|Speech"
4EJQu1zqP50,380.0,390.0,"/m/02bm9n,/m/07qh7jl,/t/dd00077",3,"Ratchet, pawl|Creak|Mechanisms"
4EnJ-JGde6o,0.0,10.0,"/m/02lkt,/m/04rlf,/m/09x0r,/t/dd00006",4,Electronic music|Music|Speech|Synthetic singing
4EvSIu0tvLw,30.0,40.0,"/m/02cz_7,/m/09x0r",2,Beatboxing|Speech
4F66HK5DZe8,540.0,550.0,/m/0l156k,1,Whistle
4FVEkGO5QJw,29.0,39.0,/m/07plct2,1,Crushing
4Feti5Ln-LY,0.0,10.0,"/m/02g901,/m/04rlf,/m/09x0r",3,"Electric shaver, electric razor|Music|Speech"
4G92jhdrbhs,30.0,40.0,"/m/02mk9,/m/07q2z82,/m/07yv9,/t/dd00066,/t/dd00130",5,"Engine|Accelerating, revving, vroom|Vehicle|Medium engine (mid frequency)|Engine starting"
4G9OxASMGKE,100.0,110.0,"/m/025_jnm,/m/04rlf,/m/09x0r,/t/dd00125",4,"Finger snapping|Music|Speech|Inside, small room"
4GGUH7ykdCg,22.0,32.0,"/m/07qdb04,/m/09ddx,/m/09x0r,/m/0jbk",4,Quack|Duck|Speech|Animal
4GLN768p5Z0,120.0,130.0,"/m/04rlf,/m/07qqyl4,/m/09x0r",3,Music|Boom|Speech
4GPDqOodSUU,140.0,150.0,"/m/0463cq4,/m/09x0r,/m/0ytgt",3,"Crying, sobbing|Speech|Child speech, kid speaking"
4GclkzsR830,30.0,40.0,/t/dd00134,1,Car passing by
4GhWkUGlAS0,10.0,20.0,/m/0mbct,1,Gong
4GsJe7tvsl0,30.0,40.0,"/m/06mb1,/m/07r10fb",2,Rain|Raindrop
4GxRRVp3hD4,18.0,28.0,"/m/068hy,/m/07qz6j3,/m/07r_k2n,/m/09x0r,/m/0bt9lr,/m/0jbk,/t/dd00136",7,"Domestic animals, pets|Whimper|Yip|Speech|Dog|Animal|Whimper (dog)"
4H5p1W_oS9g,160.0,170.0,"/m/01jt3m,/m/0838f",2,Toilet flush|Water
4H8yUkaCwvA,30.0,40.0,/m/03w41f,1,Church bell
4HCk1Jw3ELE,160.0,170.0,/m/0mkg,1,Accordion
4HfU5OQUqq0,220.0,230.0,"/m/04rlf,/m/08j51y",2,"Music|Dental drill, dentist's drill"
4HvT5SJzS3w,80.0,90.0,"/m/04rlf,/m/07qqyl4,/m/09x0r",3,Music|Boom|Speech
4IFRy-EiW3I,60.0,70.0,"/m/04rlf,/t/dd00121,/t/dd00125",3,"Music|Boing|Inside, small room"
4IJCSuJoo9o,2.0,12.0,"/m/05rj2,/m/07qv_x_,/m/09x0r",3,Shuffling cards|Shuffle|Speech
4IOdEIHP27M,30.0,40.0,/m/07phhsh,1,Rumble
4IZKViDklnM,30.0,40.0,"/m/01z7dr,/m/04rlf,/m/09t49",3,Video game music|Music|Rustling leaves
4IvFk-bZ0-M,20.0,30.0,"/m/01d3sd,/m/068hy,/m/09x0r,/m/0bt9lr",4,"Snoring|Domestic animals, pets|Speech|Dog"
4Iw554vfwe0,30.0,40.0,/m/0chx_,1,White noise
4JMyWnkJMwc,160.0,170.0,"/m/07qs1cx,/t/dd00125",2,"Crack|Inside, small room"
4JOgMI5PEHo,110.0,120.0,"/m/01h3n,/m/03vt0,/m/0h2mp",3,"Bee, wasp, etc.|Insect|Fly, housefly"
4JZ_fSXGTIQ,10.0,20.0,"/m/03qtwd,/m/04gy_2",2,Crowd|Battle cry
4Jc8UZHaqHw,19.0,29.0,"/m/068hy,/m/07r_k2n,/m/07rc7d9,/m/0bt9lr,/m/0jbk,/t/dd00136",6,"Domestic animals, pets|Yip|Bow-wow|Dog|Animal|Whimper (dog)"
4Juccc-jeDI,240.0,250.0,/m/07sr1lc,1,Yell
4K6nNmzeTk0,30.0,40.0,"/m/0463cq4,/m/07s04w4,/m/09x0r",3,"Crying, sobbing|Snicker|Speech"
4KEmXh9FmmI,30.0,40.0,"/m/019jd,/m/03m9d0z,/m/056ks2,/t/dd00092",4,"Boat, Water vehicle|Wind|Rowboat, canoe, kayak|Wind noise (microphone)"
4KMtOk_sIB8,100.0,110.0,/m/07pjwq1,1,Buzz
4KNMw4YcCBQ,430.0,440.0,"/m/02cz_7,/m/04rlf,/m/09x0r",3,Beatboxing|Music|Speech
4Kc6fjIEV3s,22.0,32.0,"/m/01h3n,/m/03vt0,/m/0c1dj,/m/0h2mp",4,"Bee, wasp, etc.|Insect|Sound effect|Fly, housefly"
4KeFV0rAu_0,14.0,24.0,"/m/04rlf,/m/07q7njn",2,"Music|Chink, clink"
4KftZggyMsk,10.0,20.0,"/m/05rj2,/m/09x0r",2,Shuffling cards|Speech
4Kgz7XV0FX4,20.0,30.0,/m/096m7z,1,Noise
4Kh4x_we568,400.0,410.0,"/m/02p01q,/m/07k1x,/m/083vt,/m/0_ksk",4,Filing (rasp)|Tools|Wood|Power tool
4KqSdK5KM-I,80.0,90.0,"/m/016cjb,/m/018j2,/m/01lyv,/m/0342h,/m/04rlf,/m/04rzd,/m/04szw,/m/0fx80y,/m/0gg8l",9,Gospel music|Banjo|Country|Guitar|Music|Mandolin|Musical instrument|Plucked string instrument|Bluegrass
4KxLSx-EhHI,0.0,9.0,"/m/09x0r,/t/dd00002",2,"Speech|Baby cry, infant cry"
4L9KyVVsQOc,30.0,40.0,"/m/01glhc,/m/02sgy,/m/04rlf,/m/0g12c5",4,Tapping (guitar technique)|Electric guitar|Music|Distortion
4LDX7JFP1Gs,10.0,20.0,/m/016622,1,Tubular bells
4LOy2bL6ifk,300.0,310.0,/m/08p9q4,1,Sidetone
4LZaV_Su0Us,70.0,80.0,"/m/02fs_r,/m/030rvx,/m/07pp_mv",3,"Beep, bleep|Buzzer|Alarm"
4M-KQ67k3uQ,11.0,21.0,"/m/05x_td,/m/0912c9,/m/09x0r,/t/dd00128",4,"Air horn, truck horn|Vehicle horn, car horn, honking|Speech|Outside, urban or manmade"
4MMhx8m8KBQ,380.0,390.0,"/m/0838f,/m/09x0r,/t/dd00088",3,Water|Speech|Gush
4MQH4jNHf4s,29.0,39.0,"/m/07swgks,/m/09x0r",2,Gurgling|Speech
4MRzQbAIyV4,90.0,100.0,"/m/02mk9,/m/07r04,/m/07yv9,/t/dd00130",4,Engine|Truck|Vehicle|Engine starting
4MSJcPKYJA8,80.0,90.0,"/m/09x0r,/t/dd00088",2,Speech|Gush
4MhGEzpMaxU,30.0,40.0,"/m/03qtwd,/m/04gy_2",2,Crowd|Battle cry
4Mm5mBgktG0,30.0,40.0,"/m/04rlf,/m/07gxw,/m/07s72n,/m/07szfh9,/m/08cyft",5,Music|Techno|Dubstep|Cacophony|Electronic dance music
4Mo7tdV2LZk,30.0,40.0,"/m/02p0sh1,/m/04rlf",2,Traditional music|Music
4NBN36NCT-8,30.0,40.0,"/m/015p6,/m/01rd7k,/m/020bb7,/m/025rv6n,/m/07pggtn,/m/07svc2k",6,"Bird|Turkey|Bird vocalization, bird call, bird song|Fowl|Chirp, tweet|Gobble"
4NXr-TTn6Tc,100.0,110.0,/m/07s02z0,1,Squeal
4NZkW-XaIa4,30.0,40.0,"/m/01h82_,/m/01jwx6,/m/04_sv,/m/07pb8fc,/m/07qmpdm",5,Engine knocking|Vibration|Motorcycle|Idling|Clatter
4N_Bj_RK8Cw,30.0,40.0,"/m/03k3r,/m/07q5rw0,/m/09x0r,/m/0jbk",4,"Horse|Neigh, whinny|Speech|Animal"
4NivQO4JTGY,30.0,40.0,/m/07phxs1,1,Ding
4O-dYCrVKLY,30.0,40.0,"/m/01m2v,/m/0316dw",2,Computer keyboard|Typing
4OI4h9s6FsI,100.0,110.0,/m/0242l,1,Coin (dropping)
4OLA0AIoMpk,20.0,30.0,/m/07plct2,1,Crushing
4P0lThY7Bnk,30.0,40.0,"/m/01jt3m,/m/0838f",2,Toilet flush|Water
4PGJ6iClzqo,0.0,10.0,"/m/09x0r,/t/dd00013,/t/dd00126",3,"Speech|Children playing|Inside, large room or hall"
4PGzlwvXMnE,30.0,40.0,"/m/0155w,/m/04rlf",2,Blues|Music
4PNPgaLKFlc,150.0,160.0,"/m/04rlf,/t/dd00031",2,Music|Happy music
4PRjMiZOx5I,30.0,40.0,"/m/04rlf,/m/09t49,/m/09x0r",3,Music|Rustling leaves|Speech
4PYTtp78Ig0,60.0,70.0,"/m/03qc9zr,/m/04rlf,/m/09x0r,/m/0ytgt",4,"Screaming|Music|Speech|Child speech, kid speaking"
4Psj5jYa7a4,20.0,30.0,"/m/02bxd,/m/04rlf",2,Didgeridoo|Music
4Psyk_xyBl0,40.0,50.0,"/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0fx80y,/m/0g12c5",8,Effects unit|Electric guitar|Guitar|Music|Musical instrument|Chorus effect|Plucked string instrument|Distortion
4PzDeoIqtH0,30.0,40.0,/m/01g90h,1,Stomach rumble
4Q1DDOpej1o,0.0,10.0,"/m/04rlf,/m/09x0r,/t/dd00003",3,Music|Speech|Male singing
4Q1y8-PIf4k,30.0,40.0,"/m/07r04,/m/07yv9,/m/09x0r,/m/0btp2",4,"Truck|Vehicle|Speech|Traffic noise, roadway noise"
4R1WPK3u8II,10.0,20.0,"/m/02_nn,/m/04rlf,/m/09x0r",3,Fart|Music|Speech
4RPlMgDBwFI,0.0,10.0,"/m/01v_m0,/m/0hdsk",2,Sine wave|Chirp tone
4RRa816thrc,150.0,160.0,"/m/04rlf,/t/dd00037",2,Music|Scary music
4RkeslPWM8o,30.0,40.0,/t/dd00067,1,Heavy engine (low frequency)
4RqJOZgHHgk,30.0,40.0,"/m/09x0r,/t/dd00088",2,Speech|Gush
4RrXwRDtBfk,30.0,40.0,/m/07plct2,1,Crushing
4Rym4DqrhHM,30.0,40.0,"/m/01xq0k1,/m/07rpkh9,/m/0ch8v",3,"Cattle, bovinae|Moo|Livestock, farm animals, working animals"
4S4NDnNTptY,30.0,40.0,"/m/04rlf,/m/05lls",2,Music|Opera
4TDtUHo5cSE,30.0,40.0,"/m/04rlf,/m/07qlf79",2,Music|Spray
4Tcahn7PwQU,280.0,290.0,"/m/013y1f,/m/03gvt",2,Organ|Hammond organ
4TgXgwVndiw,160.0,170.0,"/m/04rlf,/m/09x0r,/m/0ytgt,/t/dd00013,/t/dd00126",5,"Music|Speech|Child speech, kid speaking|Children playing|Inside, large room or hall"
4TglPdylDzQ,150.0,160.0,"/m/02x984l,/m/096m7z,/m/09x0r",3,Mechanical fan|Noise|Speech
4Tpy1lsfcSM,30.0,40.0,"/m/02rhddq,/m/07r04,/m/07yv9",3,Reversing beeps|Truck|Vehicle
4TshFWSsrn8,290.0,300.0,"/m/07rknqz,/m/07yv9,/m/0k4j,/m/0ltv",4,"Skidding|Vehicle|Car|Race car, auto racing"
4U4hkMV-gGU,110.0,120.0,"/m/06xkwv,/m/07rcgpl",2,Mains hum|Hum
4UBk9D19iOY,10.0,20.0,/m/06hck5,1,Steam whistle
4UCZF_UnG10,27.0,37.0,"/m/02mk9,/m/07q2z82,/m/07yv9,/m/09x0r,/t/dd00066,/t/dd00067",6,"Engine|Accelerating, revving, vroom|Vehicle|Speech|Medium engine (mid frequency)|Heavy engine (low frequency)"
4UZmJIVaL1U,14.0,24.0,"/m/09x0r,/t/dd00006",2,Speech|Synthetic singing
4UkP1uB1nLU,0.0,10.0,"/m/015lz1,/m/04rlf,/m/04szw,/m/0b_fwt,/m/0fx80y,/t/dd00126",6,"Singing|Music|Musical instrument|Electronic tuner|Plucked string instrument|Inside, large room or hall"
4UnUrylORBM,19.0,29.0,"/m/03k3r,/m/07q5rw0,/m/09x0r,/m/0jbk",4,"Horse|Neigh, whinny|Speech|Animal"
4Uwil7EfG5s,60.0,70.0,"/m/03p19w,/m/09x0r",2,Jackhammer|Speech
4V3BKLNw9ZM,190.0,200.0,/m/07r5v4s,1,Drip
4V7Bhqy04VE,50.0,60.0,"/m/025wky1,/m/09x0r,/t/dd00125",3,"Air conditioning|Speech|Inside, small room"
4V_-nmgCdCk,380.0,390.0,"/m/06hps,/m/07r4gkf",2,"Rodents, rats, mice|Patter"
4VdV7ELQ9vE,310.0,320.0,"/m/07r660_,/m/0ytgt",2,"Giggle|Child speech, kid speaking"
4VegMOtu5YU,30.0,40.0,"/m/02mk9,/m/07pb8fc,/t/dd00067",3,Engine|Idling|Heavy engine (low frequency)
4ViTIFEK5Fo,90.0,100.0,"/m/02qmj0d,/m/05pd6",2,String section|Orchestra
4VoWe5E1kmI,330.0,340.0,"/m/04rlf,/m/0jtg0",2,Music|Sitar
4Vq6WDtxTt4,30.0,40.0,"/m/012ndj,/m/03j1ly,/m/03kmc9",3,"Fire engine, fire truck (siren)|Emergency vehicle|Siren"
4W0m9yTSlaI,270.0,280.0,"/m/07pyy8b,/m/09x0r",2,Pant|Speech
4W3Ql8JbEN8,30.0,40.0,"/m/04rlf,/t/dd00034",2,Music|Tender music
4W8BYc8ZMaE,30.0,40.0,"/m/015lz1,/m/04rlf,/m/0z9c",3,Singing|Music|A capella
4W8IZxn3nEI,30.0,40.0,"/m/04rlf,/t/dd00003,/t/dd00006",3,Music|Male singing|Synthetic singing
4WD_zYTAudo,100.0,110.0,"/m/046dlr,/m/09x0r,/t/dd00125",3,"Alarm clock|Speech|Inside, small room"
4WM4uisU3oI,20.0,30.0,/m/06_y0by,1,Environmental noise
4WRgvRI06zc,30.0,40.0,"/m/07pyf11,/m/07q2z82,/m/07yv9,/m/0k4j,/m/0ltv",5,"Flap|Accelerating, revving, vroom|Vehicle|Car|Race car, auto racing"
4Wp37UanAOs,110.0,120.0,"/m/012xff,/m/09x0r",2,Toothbrush|Speech
4X2aUZFZlzc,30.0,40.0,"/m/0283d,/m/03mb9,/m/04rlf,/m/07gxw,/m/07lnk,/m/07qv_x_,/m/07s72n,/m/08cyft,/m/0ggx5q",9,Drum and bass|House music|Music|Techno|Trance music|Shuffle|Dubstep|Electronic dance music|Dance music
4X3upUSL54I,240.0,250.0,"/m/01j3sz,/m/09x0r,/m/0lyf6",3,Laughter|Speech|Breathing
4XASfgEfhqw,10.0,20.0,/m/0chx_,1,White noise
4XXY-Xtc9vM,0.0,4.0,/m/0242l,1,Coin (dropping)
4XcFatlvf48,10.0,20.0,"/m/032n05,/m/0jbk",2,Whale vocalization|Animal
4XqMpn0WIKk,540.0,550.0,"/m/01s0ps,/m/05148p4,/m/05r5c",3,Electric piano|Keyboard (musical)|Piano
4Y0Vq_3Lfdk,180.0,190.0,"/m/07qfr4h,/m/09x0r,/t/dd00128",3,"Hubbub, speech noise, speech babble|Speech|Outside, urban or manmade"
4Y5LBUVS1T8,30.0,40.0,"/m/04229,/m/07yv9,/m/09x0r",3,Jet engine|Vehicle|Speech
4YLBdJ4Nkmc,0.0,10.0,/m/04cvmfc,1,Roar
4YPpyKEKZzc,350.0,360.0,"/m/07q6cd_,/m/09x0r",2,Squeak|Speech
4YjA50pOah4,15.0,25.0,"/m/09x0r,/t/dd00066",2,Speech|Medium engine (mid frequency)
4Yx-f0RSZAc,190.0,200.0,"/m/07qyrcz,/m/09x0r",2,Plop|Speech
4Z2Tt3NInDM,30.0,40.0,"/m/04rlf,/m/07bjf,/m/09x0r",3,Music|Single-lens reflex camera|Speech
4Z9n1W7nmnA,120.0,130.0,/m/01s0vc,1,Zipper (clothing)
4ZDs4ebMaKc,480.0,490.0,"/m/02bk07,/m/04rlf",2,Chant|Music
4ZJrKmDGdA4,140.0,150.0,/m/01hsr_,1,Sneeze
4ZSad2HmTJE,30.0,40.0,"/m/04rlf,/m/0l14jd,/t/dd00003",3,Music|Choir|Male singing
4ZcZkNIUhxQ,130.0,140.0,"/m/01g90h,/m/09x0r",2,Stomach rumble|Speech
4_cfXx3iLes,30.0,40.0,"/m/012ndj,/m/03j1ly,/m/03kmc9",3,"Fire engine, fire truck (siren)|Emergency vehicle|Siren"
4_pj-rF2ugs,3.0,13.0,/m/0l156k,1,Whistle
4_qChbvQ8J8,230.0,240.0,"/m/025wky1,/m/07yv9",2,Air conditioning|Vehicle
4_xgJjl0kyU,500.0,510.0,"/m/01jg02,/m/07p_0gm",2,"Heart sounds, heartbeat|Throbbing"
4aCF0QTIsTM,30.0,40.0,"/m/03cczk,/m/07pdhp0",2,"Chewing, mastication|Biting"
4aIeFNxtLTQ,40.0,50.0,/m/03w41f,1,Church bell
4aJfQpHt9lY,160.0,170.0,"/m/07pyf11,/m/07yv9,/m/0k4j",3,Flap|Vehicle|Car
4aRMZ4ePmMM,210.0,220.0,"/m/07rkbfh,/m/09x0r,/t/dd00126",3,"Chatter|Speech|Inside, large room or hall"
4aaNd_8Iiic,30.0,40.0,"/m/02p0sh1,/m/04rlf",2,Traditional music|Music
4adCzzgEJ-g,510.0,520.0,/m/03v3yw,1,Keys jangling
4alfM-EBVHE,241.0,251.0,"/m/03m5k,/m/0d8_n",2,Harp|Pizzicato
4arad6my08E,25.0,35.0,"/m/012n7d,/m/03j1ly,/m/03kmc9",3,Ambulance (siren)|Emergency vehicle|Siren
4awN9CsY05U,2.0,12.0,/t/dd00134,1,Car passing by
4b8gTARnmVE,30.0,40.0,"/m/0145m,/m/0164x2,/m/04rlf,/m/0l14gg,/m/0ln16",5,Afrobeat|Music of Africa|Music|Soundtrack music|Salsa music
4bJeisLGFuA,0.0,10.0,"/m/01qbl,/m/026t6,/m/02hnl,/m/03qtq,/m/03t3fj,/m/06rvn,/m/0bm02,/m/0l14md",8,Cymbal|Drum|Drum kit|Hi-hat|Rimshot|Snare drum|Bass drum|Percussion
4bvlyKgMXVI,30.0,40.0,"/m/02fxyj,/m/04rlf",2,Humming|Music
4bx70EFdOKE,240.0,250.0,"/m/024dl,/m/09x0r",2,Cash register|Speech
4by-XGXdrXg,470.0,480.0,"/m/09x0r,/m/0lyf6",2,Speech|Breathing
4cM5nWHnbS8,200.0,210.0,"/m/01x3z,/m/09x0r",2,Clock|Speech
4dGlrvX_EfI,20.0,30.0,"/m/07pyf11,/m/07q2z82",2,"Flap|Accelerating, revving, vroom"
4dVBMGZequQ,410.0,420.0,"/m/019jd,/m/06q74",2,"Boat, Water vehicle|Ship"
4eIRoqWUjRk,30.0,40.0,/m/07qjznl,1,Tick-tock
4eLBAlJq1cg,20.0,30.0,"/m/02c8p,/m/04rlf,/m/09x0r",3,"Telephone dialing, DTMF|Music|Speech"
4eaTaE1u2t4,570.0,580.0,"/m/07pyy8b,/m/09x0r",2,Pant|Speech
4egukLBpAcQ,30.0,40.0,"/m/01j4z9,/m/07yv9,/m/09x0r",3,Chainsaw|Vehicle|Speech
4enilF4pEko,0.0,10.0,"/m/03vt0,/m/07r4gkf,/m/09xqv",3,Insect|Patter|Cricket
4ep09nZl3LA,30.0,40.0,"/m/02rhddq,/m/07r04,/m/07yv9,/m/09x0r",4,Reversing beeps|Truck|Vehicle|Speech
4eqRyB5mMlI,6.0,16.0,"/m/09f96,/m/0h2mp",2,"Mosquito|Fly, housefly"
4ewhrrQCJic,120.0,130.0,"/m/032s66,/m/073cg4",2,"Gunshot, gunfire|Cap gun"
4ezo771lGts,210.0,220.0,"/m/014zdl,/m/04rlf",2,Explosion|Music
4f0Lxv0T_BY,330.0,340.0,/m/07qwyj0,1,Rustle
4fh52mLYBYw,80.0,90.0,"/m/07pjjrj,/m/07rdhzs",2,"Smash, crash|Whack, thwack"
4fmF9mm3hsM,210.0,220.0,"/m/02p01q,/m/07pdjhy",2,Filing (rasp)|Rub
4frNzH2u6Us,30.0,40.0,"/m/04rlf,/m/05fw6t,/m/07pkxdp",3,Music|Music for children|Lullaby
4g8ES0jGr8c,420.0,430.0,/m/0cj0r,1,Pink noise
4gFbCdHle0w,30.0,40.0,"/m/07ptzwd,/m/0838f",2,Pump (liquid)|Water
4gTHEt6np5o,30.0,40.0,"/m/04fgwm,/m/04rlf,/m/09x0r",3,Electric toothbrush|Music|Speech
4gbVXy2sQt8,30.0,40.0,/m/0h9mv,1,Tire squeal
4go6CQ_RhYQ,250.0,260.0,/m/03wvsk,1,Hair dryer
4gryBwY5Bfw,30.0,40.0,"/m/01y3hg,/m/0c3f7m",2,"Smoke detector, smoke alarm|Fire alarm"
4gtBg3U6sos,20.0,30.0,"/m/04rlf,/m/07q5rw0",2,"Music|Neigh, whinny"
4guemklpf4E,30.0,40.0,/m/01y3hg,1,"Smoke detector, smoke alarm"
4h3fCqylgZA,30.0,40.0,"/m/07qcpgn,/m/07qnq_y",2,"Tap|Thump, thud"
4hEfQFldNbI,370.0,380.0,"/m/04rlf,/m/07q0h5t",2,Music|Bleat
4hd2CLrzCZs,30.0,40.0,"/m/07q2z82,/m/07yv9,/m/0k4j,/t/dd00066",4,"Accelerating, revving, vroom|Vehicle|Car|Medium engine (mid frequency)"
4heWGT4YjiM,30.0,40.0,"/m/07qv_x_,/m/09x0r",2,Shuffle|Speech
4hhr6ppEQ4s,360.0,370.0,"/m/04rlf,/m/09x0r,/m/0lyf6",3,Music|Speech|Breathing
4hl-3oay7c0,7.0,17.0,"/m/07ptzwd,/m/0838f",2,Pump (liquid)|Water
4hulNRgH6cI,30.0,40.0,"/m/04rlf,/t/dd00036",2,Music|Angry music
4i11P4OCRfk,30.0,40.0,"/m/015vgc,/m/04rlf,/m/06j64v",3,Carnatic music|Music|Middle Eastern music
4i1aizhCnfg,30.0,40.0,"/m/04rlf,/t/dd00034",2,Music|Tender music
4i9DgH80kDg,30.0,40.0,"/m/018j2,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/0fx80y",6,Banjo|Guitar|Acoustic guitar|Music|Musical instrument|Plucked string instrument
4iLKKmkyN14,110.0,120.0,/m/0g6b5,1,Fireworks
4iPQgalitDs,250.0,260.0,"/m/05x_td,/m/09x0r,/t/dd00125",3,"Air horn, truck horn|Speech|Inside, small room"
4ip270UfTNY,30.0,40.0,/m/03wvsk,1,Hair dryer
4isFtP23Sh0,30.0,40.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/0jbk",5,"Cat|Domestic animals, pets|Meow|Caterwaul|Animal"
4is_9Bc7WBI,30.0,40.0,/m/016622,1,Tubular bells
